#Java jre 1.8.0_25
4,53960
7,20753
9,17694
4,15588
7,8568
4,4714
4,3860
4,3487
4,3035
4,2206
4,1920
4,1618
7,1519
7,1138
7,1010
4,921
7,829
7,829
0,698
7,654
7,622
7,567
4,559
4,556
7,551
7,539
7,456
0,344
4,320
0,317
7,287
4,278
7,274
7,274
7,261
7,253
4,249
0,242
7,234
0,234
7,231
7,226
7,221
7,212
7,201
4,197
7,192
4,191
4,191
4,190
7,187
4,187
7,185
6,178
7,169
7,166
7,160
7,159
7,158
7,157
7,142
7,139
7,137
7,136
7,135
7,123
4,113
7,111
6,110
2,103
4,99
9,95
7,94
7,86
7,80
9,80
0,80
4,77
7,77
7,75
0,75
0,75
4,68
4,66
0,65
7,64
7,63
7,59
7,57
7,51
7,49
7,47
4,44
4,39
7,37
7,35
4,34
4,32
4,32
7,31
7,31
7,30
7,30
7,25
7,25
7,24
7,21
9,21
7,20
7,19
7,19
9,19
9,19
7,18
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,15
7,15
4,15
4,15
7,14
9,14
7,14
7,13
3,10
7,10
4,8
9,8
7,6
7,5
7,5
2,4
7,4
6,4
9,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
8,3
9,3
6,3
7,3
9,3
4,3
4,3
7,2
7,2
6,2
9,2
8,2
9,2
6,1
7,1
7,1
9,1
7,1
9,1
7,1
7,0
7,0
7,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,0
4,0
9,0
9,0
9,0
6,0
9,0
9,0
#Java jre 1.8.0_51
4,54338
7,20755
9,17825
4,16592
7,8728
4,4866
4,3860
4,3487
4,3035
4,2204
4,2008
4,1928
7,1516
7,1140
7,1013
4,966
7,829
7,829
0,698
7,653
7,622
7,576
4,562
4,555
7,551
7,539
7,456
0,344
4,321
0,317
7,289
4,278
7,274
7,274
7,256
7,254
4,249
0,242
7,234
0,234
7,228
7,220
7,212
7,210
4,206
4,206
7,201
4,197
7,192
7,187
4,187
7,185
6,178
7,174
7,169
7,165
7,159
7,157
7,157
7,142
7,138
7,136
7,136
7,134
7,123
4,114
7,110
6,110
4,101
2,101
9,99
7,94
7,86
9,80
0,80
7,79
7,77
4,76
0,75
0,75
7,74
4,68
4,66
7,63
7,59
7,57
7,56
7,51
7,49
7,48
4,44
4,39
7,36
7,35
4,33
4,33
4,32
7,31
7,31
7,29
7,29
7,26
7,24
7,24
9,24
7,21
7,20
7,19
7,19
9,19
9,19
7,18
7,16
4,16
4,16
4,16
4,15
7,15
4,15
4,15
4,15
4,15
4,15
4,15
4,15
4,15
4,15
0,15
7,14
7,14
9,14
7,14
7,13
3,10
7,10
0,8
4,8
9,8
7,6
7,5
7,5
2,4
7,4
6,4
9,4
9,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
8,3
9,3
6,3
7,3
4,3
4,3
7,2
7,2
6,2
9,2
8,2
9,2
6,1
7,1
7,1
9,1
7,1
9,1
7,1
7,0
7,0
7,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,0
4,0
9,0
9,0
9,0
6,0
9,0
9,0
#Java jre 1.8.0_31
4,53973
7,20753
9,17694
4,15588
7,8569
4,4743
4,3860
4,3487
4,3035
4,2206
4,1920
4,1618
7,1519
7,1141
7,1013
4,921
7,829
7,829
0,698
7,654
7,622
7,569
4,560
4,559
7,551
7,540
7,456
0,344
4,319
0,317
7,290
4,278
7,275
7,274
7,261
7,253
4,249
0,242
7,234
0,234
7,231
7,228
7,221
7,212
7,201
4,197
7,192
4,191
4,190
7,187
4,187
7,185
6,178
7,169
7,166
7,160
7,159
7,158
7,157
7,142
7,139
7,137
7,136
7,135
7,123
4,113
7,111
6,110
2,102
4,100
7,94
9,94
7,86
7,80
9,80
0,80
4,77
7,77
7,75
0,75
0,75
4,68
4,66
0,65
7,64
