#MATLAB
7,53280
4,51718
4,48668
7,46878
7,37359
7,23498
7,21155
7,16071
7,14863
7,14177
4,13554
0,13139
6,13084
7,12830
2,12028
7,11360
7,9994
7,9956
7,9692
7,9027
4,9000
7,8994
7,8368
7,8269
7,8022
7,7793
2,7683
7,6767
7,6664
7,6498
7,5940
7,5769
7,5633
7,5619
7,5601
7,5592
7,5574
4,5252
4,5207
8,5108
7,4791
4,4748
4,4734
4,4610
4,4544
7,4296
7,4240
4,4035
7,3873
7,3857
7,3749
4,3556
2,3471
7,3453
7,3383
7,3328
9,3283
9,3222
7,3185
4,3178
4,3175
4,3166
7,3081
7,3064
7,3032
4,3022
9,2998
7,2996
7,2957
7,2933
7,2897
7,2883
4,2863
4,2740
7,2613
4,2539
7,2521
7,2491
4,2452
7,2385
7,2375
4,2348
4,2348
7,2337
4,2300
7,2210
7,2201
4,2181
7,2177
7,2173
4,2172
7,2160
7,2143
7,2142
7,2110
7,2106
4,2041
0,2033
4,2007
7,2003
7,1942
4,1940
6,1932
4,1932
4,1925
4,1918
7,1879
7,1831
7,1822
7,1798
7,1768
7,1768
8,1725
9,1716
7,1709
0,1686
4,1676
7,1666
7,1654
7,1646
4,1589
4,1589
2,1588
7,1582
4,1582
7,1570
4,1556
7,1542
7,1524
4,1516
7,1505
4,1498
4,1484
7,1483
7,1475
2,1466
4,1464
7,1451
7,1450
7,1450
9,1445
2,1445
7,1430
7,1430
7,1413
7,1406
9,1387
7,1334
4,1314
9,1309
4,1301
7,1297
7,1296
7,1288
4,1275
7,1267
7,1259
4,1244
2,1232
4,1223
4,1223
7,1217
7,1208
7,1192
7,1192
7,1174
7,1160
2,1152
7,1148
7,1146
9,1141
6,1136
7,1109
9,1090
9,1081
7,1050
9,1038
7,1027
4,1014
4,1001
4,1001
7,997
7,992
7,989
7,989
7,987
7,971
6,970
9,967
7,963
7,959
9,956
4,934
4,914
7,906
7,901
4,893
7,888
7,882
7,881
7,880
7,880
7,876
7,874
7,873
7,873
2,857
7,856
7,856
7,849
2,849
7,849
7,847
7,841
4,839
7,837
7,835
4,833
7,829
7,829
7,829
0,829
7,829
2,818
7,815
7,811
7,803
7,801
9,794
7,790
9,790
6,783
4,781
4,781
4,761
2,759
6,755
7,749
4,747
4,747
7,743
7,743
7,733
7,729
6,728
7,727
7,726
2,725
7,723
7,719
4,710
4,710
4,706
2,706
0,698
4,693
4,682
7,675
7,673
7,672
3,669
4,668
7,661
7,661
9,660
0,659
7,658
7,657
4,656
0,656
7,653
7,651
4,647
7,640
7,634
7,633
3,617
7,616
7,615
2,615
7,610
7,608
7,608
4,604
7,594
9,591
9,586
7,581
7,573
4,572
4,571
4,570
9,570
4,570
4,561
7,553
7,552
7,551
3,546
7,542
7,542
7,539
7,538
7,537
7,534
9,533
4,531
4,530
7,526
4,526
4,524
4,524
7,523
7,523
9,523
9,521
4,520
7,518
7,517
3,516
9,515
9,511
7,510
3,509
7,507
7,505
4,504
7,502
4,501
4,501
3,492
7,486
2,485
0,485
4,485
7,483
7,481
4,480
2,479
4,479
3,477
9,475
0,475
3,474
7,468
9,466
4,465
9,460
7,455
9,455
7,454
9,452
4,451
9,451
4,449
2,448
7,446
7,442
3,433
2,432
7,430
9,428
4,427
7,417
4,417
4,417
4,417
7,416
7,415
4,415
0,413
7,411
4,411
7,410
2,409
7,408
9,407
7,406
4,405
7,405
4,405
4,403
9,402
7,400
4,398
4,396
4,396
4,391
4,390
4,388
2,388
4,388
7,385
9,385
7,383
4,383
4,383
7,381
7,381
7,380
7,380
7,380
7,380
7,377
7,376
9,376
7,375
4,375
9,373
4,371
7,370
9,369
7,368
2,368
7,367
4,367
2,366
4,365
4,365
4,365
7,363
9,361
7,360
4,360
2,360
7,358
4,357
4,357
9,356
7,354
7,354
4,352
2,351
4,349
9,348
2,348
9,347
7,346
4,346
9,346
2,345
7,344
0,344
2,344
4,343
4,341
7,340
4,339
4,339
7,336
7,333
7,332
7,328
4,324
3,324
7,323
9,321
